audio_path,domain,subdomain,intent,entity_type,urgency,emotion,transcript,original_domain,original_subdomain,original_intent,original_entity_type,original_urgency,original_emotion
slurp_general_filtered/slurp_0495.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,appointments this wednesday,general,voice_command,calendar_query,appointment,MASK,MASK
slurp_general_filtered/slurp_0496.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,appointments this wednesday,general,voice_command,calendar_query,appointment,MASK,MASK
slurp_general_filtered/slurp_0501.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,MASK,MASK,what are the latest updates with regard to trump's ties to russia,general,voice_command,news_query,Political_Figure,MASK,MASK
slurp_general_filtered/slurp_0502.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,MASK,MASK,what are the latest updates with regard to trump's ties to russia,general,voice_command,news_query,Political_Figure,MASK,MASK
slurp_general_filtered/slurp_0511.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,i would like to know the meaning of word,general,voice_command,qa_definition,word,MASK,MASK
slurp_general_filtered/slurp_0512.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,i would like to know the meaning of word,general,voice_command,qa_definition,word,MASK,MASK
slurp_general_filtered/slurp_0515.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,schedule my doctors appointment on friday at two pm,general,voice_command,calendar_set,appointment,MASK,MASK
slurp_general_filtered/slurp_0516.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,schedule my doctors appointment on friday at two pm,general,voice_command,calendar_set,appointment,MASK,MASK
slurp_general_filtered/slurp_0521.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,change your colors to something different,general,voice_command,iot_hue_lightchange,colors,MASK,MASK
slurp_general_filtered/slurp_0522.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,change your colors to something different,general,voice_command,iot_hue_lightchange,colors,MASK,MASK
slurp_general_filtered/slurp_0523.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,i need a good joke,general,voice_command,general_joke,joke,MASK,MASK
slurp_general_filtered/slurp_0524.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,i need a good joke,general,voice_command,general_joke,joke,MASK,MASK
slurp_general_filtered/slurp_0525.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,set the colour of light to red,general,voice_command,iot_hue_lightchange,color,MASK,MASK
slurp_general_filtered/slurp_0526.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,set the colour of light to red,general,voice_command,iot_hue_lightchange,color,MASK,MASK
slurp_general_filtered/slurp_0527.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,COMMUNICATION_AND_INTERACTION,MASK,MASK,now what,general,voice_command,general_quirky,follow_up_question,MASK,MASK
slurp_general_filtered/slurp_0528.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,MASK,MASK,will this morning stay sunny,general,voice_command,weather_query,weather,MASK,MASK
slurp_general_filtered/slurp_0529.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,MASK,MASK,will this morning stay sunny,general,voice_command,weather_query,weather,MASK,MASK
slurp_general_filtered/slurp_0532.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,remind my friend to get the assignment tomorrow,general,voice_command,calendar_set,reminder,MASK,MASK
slurp_general_filtered/slurp_0533.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,remind my friend to get the assignment tomorrow,general,voice_command,calendar_set,reminder,MASK,MASK
slurp_general_filtered/slurp_0534.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,tell me the time in london england,general,voice_command,datetime_query,time,MASK,MASK
slurp_general_filtered/slurp_0535.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,olly can you please turn off the light of my bed room,general,voice_command,iot_hue_lightoff,light,MASK,MASK
slurp_general_filtered/slurp_0536.wav,GENERAL,USER_INTERACTION_TYPE,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,COMMUNICATION_AND_INTERACTION,MASK,MASK,please send an email to toms principal in regards to the meeting we have tomorrow,general,voice_command,email_sendemail,email,MASK,MASK
slurp_general_filtered/slurp_0537.wav,GENERAL,USER_INTERACTION_TYPE,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,COMMUNICATION_AND_INTERACTION,MASK,MASK,please send an email to toms principal in regards to the meeting we have tomorrow,general,voice_command,email_sendemail,email,MASK,MASK
slurp_general_filtered/slurp_0538.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,SALES_AND_CUSTOMER_ENGAGEMENT,MASK,MASK,food order from grubhub,general,voice_command,takeaway_order,food_ordering_service,MASK,MASK
slurp_general_filtered/slurp_0539.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,SALES_AND_CUSTOMER_ENGAGEMENT,MASK,MASK,food order from grubhub,general,voice_command,takeaway_order,food_ordering_service,MASK,MASK
slurp_general_filtered/slurp_0540.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,what time is it in florida,general,voice_command,datetime_query,time_and_location,MASK,MASK
slurp_general_filtered/slurp_0541.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,what time is it in florida,general,voice_command,datetime_query,time_and_location,MASK,MASK
slurp_general_filtered/slurp_0543.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,MASK,MASK,how is the news media reacting to trump's potential ties with russia,general,voice_command,news_query,politics,MASK,MASK
slurp_general_filtered/slurp_0544.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,MASK,MASK,how is the news media reacting to trump's potential ties with russia,general,voice_command,news_query,politics,MASK,MASK
slurp_general_filtered/slurp_0546.wav,GENERAL,USER_INTERACTION_TYPE,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,"this may brings given of these proble,s to us",general,voice_command,social_post,problems,MASK,MASK
slurp_general_filtered/slurp_0547.wav,GENERAL,USER_INTERACTION_TYPE,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,"this may brings given of these proble,s to us",general,voice_command,social_post,problems,MASK,MASK
slurp_general_filtered/slurp_0548.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,please schedule a hair cutting appointment for one pm on saturday,general,voice_command,calendar_set,appointment,MASK,MASK
slurp_general_filtered/slurp_0549.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,please schedule a hair cutting appointment for one pm on saturday,general,voice_command,calendar_set,appointment,MASK,MASK
slurp_general_filtered/slurp_0550.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,play my itunes music,general,voice_command,play_music,music_service,MASK,MASK
slurp_general_filtered/slurp_0551.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,play my itunes music,general,voice_command,play_music,music_service,MASK,MASK
slurp_general_filtered/slurp_0552.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,make appointment for next friday,general,voice_command,calendar_set,appointment,MASK,MASK
slurp_general_filtered/slurp_0553.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,make appointment for next friday,general,voice_command,calendar_set,appointment,MASK,MASK
slurp_general_filtered/slurp_0554.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,COMMUNICATION_AND_INTERACTION,MASK,MASK,what is so clean news for the last six hours,general,voice_command,news_query,news,MASK,MASK
slurp_general_filtered/slurp_0555.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,COMMUNICATION_AND_INTERACTION,MASK,MASK,what is so clean news for the last six hours,general,voice_command,news_query,news,MASK,MASK
slurp_general_filtered/slurp_0560.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,find me an uber,general,voice_command,transport_taxi,ride_sharing_service,MASK,MASK
slurp_general_filtered/slurp_0561.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,find me an uber,general,voice_command,transport_taxi,ride_sharing_service,MASK,MASK
slurp_general_filtered/slurp_0564.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,MASK,MASK,add a new notifier for the gps on my car,general,voice_command,news_query,notifier,MASK,MASK
slurp_general_filtered/slurp_0565.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,MASK,MASK,add a new notifier for the gps on my car,general,voice_command,news_query,notifier,MASK,MASK
slurp_general_filtered/slurp_0571.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,COMMUNICATION_AND_INTERACTION,MASK,MASK,what is the current news today,general,voice_command,news_query,news,MASK,MASK
slurp_general_filtered/slurp_0572.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,COMMUNICATION_AND_INTERACTION,MASK,MASK,what is the current news today,general,voice_command,news_query,news,MASK,MASK
slurp_general_filtered/slurp_0579.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,COMMUNICATION_AND_INTERACTION,MASK,MASK,please feed that i have meeting at five pm,general,voice_command,calendar_set,meeting,MASK,MASK
slurp_general_filtered/slurp_0580.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,COMMUNICATION_AND_INTERACTION,MASK,MASK,please feed that i have meeting at five pm,general,voice_command,calendar_set,meeting,MASK,MASK
slurp_general_filtered/slurp_0587.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,CORPORATE_FINANCIAL_PERFORMANCE,MASK,MASK,what is the average per capita income between asia and europe people,general,voice_command,qa_factoid,economic_data,MASK,MASK
slurp_general_filtered/slurp_0588.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,CORPORATE_FINANCIAL_PERFORMANCE,MASK,MASK,what is the average per capita income between asia and europe people,general,voice_command,qa_factoid,economic_data,MASK,MASK
slurp_general_filtered/slurp_0589.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,when i will get the delivery,general,voice_command,takeaway_query,delivery_status,MASK,MASK
slurp_general_filtered/slurp_0590.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,when i will get the delivery,general,voice_command,takeaway_query,delivery_status,MASK,MASK
slurp_general_filtered/slurp_0595.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,PERSONAL_AND_DAILY_LIFE,MASK,MASK,can you tell me list of events for this weekend in pondichery,general,voice_command,recommendation_events,events,MASK,MASK
slurp_general_filtered/slurp_0596.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,PERSONAL_AND_DAILY_LIFE,MASK,MASK,can you tell me list of events for this weekend in pondichery,general,voice_command,recommendation_events,events,MASK,MASK
slurp_general_filtered/slurp_0597.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,this fact sheet provides considerations for how to set up your food processing business,general,voice_command,cooking_recipe,food processing business,MASK,MASK
slurp_general_filtered/slurp_0598.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,this fact sheet provides considerations for how to set up your food processing business,general,voice_command,cooking_recipe,food processing business,MASK,MASK
slurp_general_filtered/slurp_0599.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,PERSONAL_AND_DAILY_LIFE,MASK,MASK,olly tell me about some cool events going on here,general,voice_command,recommendation_events,events,MASK,MASK
slurp_general_filtered/slurp_0600.wav,GENERAL,USER_INTERACTION_TYPE,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,send a request to martin,general,voice_command,email_sendemail,recipient,MASK,MASK
slurp_general_filtered/slurp_0601.wav,GENERAL,USER_INTERACTION_TYPE,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,send a request to martin,general,voice_command,email_sendemail,recipient,MASK,MASK
slurp_general_filtered/slurp_0606.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,what is trending,general,voice_command,news_query,trending_topics,MASK,MASK
slurp_general_filtered/slurp_0607.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,what is trending,general,voice_command,news_query,trending_topics,MASK,MASK
slurp_general_filtered/slurp_0614.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,set an alarm,general,voice_command,alarm_set,alarm,MASK,MASK
slurp_general_filtered/slurp_0615.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,set an alarm,general,voice_command,alarm_set,alarm,MASK,MASK
slurp_general_filtered/slurp_0635.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,turn off the sound,general,voice_command,audio_volume_mute,sound,MASK,MASK
slurp_general_filtered/slurp_0636.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,turn off the sound,general,voice_command,audio_volume_mute,sound,MASK,MASK
slurp_general_filtered/slurp_0639.wav,GENERAL,USER_INTERACTION_TYPE,MARKET_AND_COMPETITIVE_OUTLOOK,MARKET_AND_INDUSTRY_ANALYSIS,MASK,MASK,what is the lowest microsoft stock price today,general,voice_command,qa_stock,stock_price,MASK,MASK
slurp_general_filtered/slurp_0640.wav,GENERAL,USER_INTERACTION_TYPE,MARKET_AND_COMPETITIVE_OUTLOOK,MARKET_AND_INDUSTRY_ANALYSIS,MASK,MASK,what is the lowest microsoft stock price today,general,voice_command,qa_stock,stock_price,MASK,MASK
slurp_general_filtered/slurp_0645.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,i need you to turn off the light of my bed room,general,voice_command,iot_hue_lightoff,light,MASK,MASK
slurp_general_filtered/slurp_0646.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,i need you to turn off the light of my bed room,general,voice_command,iot_hue_lightoff,light,MASK,MASK
slurp_general_filtered/slurp_0653.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,remove seven am alarm,general,voice_command,alarm_remove,alarm,MASK,MASK
slurp_general_filtered/slurp_0654.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,remove seven am alarm,general,voice_command,alarm_remove,alarm,MASK,MASK
slurp_general_filtered/slurp_0660.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,what are the headlines from the la times,general,voice_command,news_query,news_headlines,MASK,MASK
slurp_general_filtered/slurp_0661.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,what are the headlines from the la times,general,voice_command,news_query,news_headlines,MASK,MASK
slurp_general_filtered/slurp_0665.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,MASK,MASK,what is the location of my work project meeting,general,voice_command,calendar_query,location,MASK,MASK
slurp_general_filtered/slurp_0666.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,MASK,MASK,what is the location of my work project meeting,general,voice_command,calendar_query,location,MASK,MASK
slurp_general_filtered/slurp_0671.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,PERSONAL_AND_DAILY_LIFE,MASK,MASK,i just want to be you friend,general,voice_command,general_quirky,friend,MASK,MASK
slurp_general_filtered/slurp_0672.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,PERSONAL_AND_DAILY_LIFE,MASK,MASK,i just want to be you friend,general,voice_command,general_quirky,friend,MASK,MASK
slurp_general_filtered/slurp_0673.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,remove fruits from the list,general,voice_command,lists_remove,fruits,MASK,MASK
slurp_general_filtered/slurp_0674.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,remove fruits from the list,general,voice_command,lists_remove,fruits,MASK,MASK
slurp_general_filtered/slurp_0675.wav,GENERAL,USER_INTERACTION_TYPE,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,PERSONAL_AND_DAILY_LIFE,MASK,MASK,add milk to my shopping list,general,voice_command,lists_createoradd,shopping_list_item,MASK,MASK
slurp_general_filtered/slurp_0676.wav,GENERAL,USER_INTERACTION_TYPE,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,PERSONAL_AND_DAILY_LIFE,MASK,MASK,add milk to my shopping list,general,voice_command,lists_createoradd,shopping_list_item,MASK,MASK
slurp_general_filtered/slurp_0680.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,what do i have to do tomorrow,general,voice_command,calendar_query,schedule,MASK,MASK
slurp_general_filtered/slurp_0681.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,what do i have to do tomorrow,general,voice_command,calendar_query,schedule,MASK,MASK
slurp_general_filtered/slurp_0686.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,make me happy,general,voice_command,general_joke,emotion,MASK,MASK
slurp_general_filtered/slurp_0687.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,make me happy,general,voice_command,general_joke,emotion,MASK,MASK
slurp_general_filtered/slurp_0688.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,in classic all music are there ever any singers,general,voice_command,music_query,music,MASK,MASK
slurp_general_filtered/slurp_0689.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,in classic all music are there ever any singers,general,voice_command,music_query,music,MASK,MASK
slurp_general_filtered/slurp_0690.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,what is the animal with a duck bill and a beavers tail,general,voice_command,general_quirky,animal,MASK,MASK
slurp_general_filtered/slurp_0691.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,turn on my playlist of country music,general,voice_command,play_music,playlist,MASK,MASK
slurp_general_filtered/slurp_0692.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,turn on my playlist of country music,general,voice_command,play_music,playlist,MASK,MASK
slurp_general_filtered/slurp_0693.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,say something funny,general,voice_command,general_joke,joke,MASK,MASK
slurp_general_filtered/slurp_0694.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,say something funny,general,voice_command,general_joke,joke,MASK,MASK
slurp_general_filtered/slurp_0705.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,play my favourite podcast,general,voice_command,play_podcasts,podcast,MASK,MASK
slurp_general_filtered/slurp_0706.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,ENTERTAINMENT_AND_MEDIA,MASK,MASK,play my favourite podcast,general,voice_command,play_podcasts,podcast,MASK,MASK
slurp_general_filtered/slurp_0707.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,PERSONAL_AND_DAILY_LIFE,MASK,MASK,order me the fish risotto from the golden fork,general,voice_command,takeaway_order,dish,MASK,MASK
slurp_general_filtered/slurp_0708.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,PERSONAL_AND_DAILY_LIFE,MASK,MASK,order me the fish risotto from the golden fork,general,voice_command,takeaway_order,dish,MASK,MASK
slurp_general_filtered/slurp_0711.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,read the ticket for tesla,general,voice_command,transport_ticket,ticket,MASK,MASK
slurp_general_filtered/slurp_0712.wav,GENERAL,USER_INTERACTION_TYPE,TIME_LOCATION_TRAVEL_AND_LOGISTICS,GENERAL_INFORMATION_AND_MISCELLANEOUS,MASK,MASK,read the ticket for tesla,general,voice_command,transport_ticket,ticket,MASK,MASK
slurp_general_filtered/slurp_0713.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,MEDICAL_CONDITION_OR_CLINICAL_STATE,MASK,MASK,what causes if i had junk food and alcohols,general,voice_command,general_quirky,health_concerns,MASK,MASK
slurp_general_filtered/slurp_0714.wav,GENERAL,USER_INTERACTION_TYPE,GENERAL_ASSISTANCE_AND_QA,MEDICAL_CONDITION_OR_CLINICAL_STATE,MASK,MASK,what causes if i had junk food and alcohols,general,voice_command,general_quirky,health_concerns,MASK,MASK
slurp_general_filtered/slurp_0715.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,MASK,MASK,tell me where the local shopping district is,general,voice_command,recommendation_locations,location,MASK,MASK
slurp_general_filtered/slurp_0716.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,MASK,MASK,tell me where the local shopping district is,general,voice_command,recommendation_locations,location,MASK,MASK
slurp_general_filtered/slurp_0720.wav,GENERAL,USER_INTERACTION_TYPE,MEDIA_ENTERTAINMENT_AND_UTILITY,GENERAL_BUSINESS_ADMINISTRATION,MASK,MASK,are there any alarms for today,general,voice_command,alarm_query,alarm,MASK,MASK
