sample_id,scenario_id,split,domain,reference_transcript,controlled_transcript,error_injected,error_type,source_term,replacement_term,replacement_similarity,error_location,controlled_S,controlled_D,controlled_I,controlled_N,controlled_WER,transcript_changed
nlu_0196_03,S0196,validation,finance,"The current available evidence requires further transfer, especially in relation to the relationship between KYC and customer due diligence; during the latest review, the responsible specialist, before the matter is finalized. The discussion also considers customer due diligence.","The current available evidence requires further transfer, especially in relation to the relationship between KYC and customer due diligence; during the latest review, the realized specialist, before the matter is finalized. The discussion also considers customer due diligence.",1,domain_term_phonetic_semantic_substitution,responsible,realized,0.4791866028708134,single_domain_term,1,0,0,38,0.02631578947368421,1
nlu_0321_04,S0321,validation,legal,"A detailed report was requested concerning the implications of confidentiality clause; after the latest information became available, the technical or professional team, during the present round of discussion.","A detailed report was requested concerning the implications of contractual clause; after the latest information became available, the technical or professional team, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,confidentiality,contractual,0.5615384615384615,single_domain_term,1,0,0,28,0.03571428571428571,1
nlu_0336_04,S0336,train,legal,"A detailed response was requested concerning the implications of indemnification clause; at the next decision point, the case team, before the matter is finalized.","A detailed response was requested concerning the implications of interpretation clause; at the next decision point, the case team, before the matter is finalized.",1,domain_term_phonetic_semantic_substitution,indemnification,interpretation,0.5431034482758621,single_domain_term,1,0,0,24,0.041666666666666664,1
nlu_0204_07,S0204,unseen,finance,"The latest strategy focused on the evidence related to transaction monitoring; during the ongoing evaluation, the reviewing organization, before the next decision. The discussion also considers anti-money laundering.","The latest strategy focused on the evidence related to transaction monitoring; during the ongoing evaluation, the reviewing duration, before the next decision. The discussion also considers anti-money laundering.",1,domain_term_phonetic_semantic_substitution,organization,duration,0.51,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0388_09,S0388,unseen,legal,"The professional handling the matter is reviewing the effect of answer on the overall situation and the associated observed changes; during the most recent assessment, the case team, before the next decision.","The professional handling the matter is reviewing the effect of answer on the overall deposition and the associated observed changes; during the most recent assessment, the case team, before the next decision.",1,domain_term_phonetic_semantic_substitution,situation,deposition,0.5960526315789474,single_domain_term,1,0,0,32,0.03125,1
nlu_0441_01,S0441,validation,technology,"The current findings was reviewed in relation to Docker and container, as part of the current review, the responsible specialist, before the matter is finalized.","The current findings was reviewed in relation to Docker and container, as part of the current review, the relational specialist, before the matter is finalized.",1,domain_term_phonetic_semantic_substitution,responsible,relational,0.5666666666666667,single_domain_term,1,0,0,25,0.04,1
nlu_0002_09,S0002,validation,medical,"The professional handling the matter is reviewing the effect of ST-segment elevation on the overall situation and the associated observed changes; in the current round of review, the reviewing organization, before the matter is finalized.","The professional handling the matter is reviewing the effect of ST-segment elevation on the overall situation and the associated observed changes; in the current round of review, the reviewing catheterization, before the matter is finalized.",1,domain_term_phonetic_semantic_substitution,organization,catheterization,0.49312169312169307,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0001_01,S0001,validation,medical,"The current findings was reviewed in relation to myocardial ischemia and ST-segment elevation, at the next decision point, the reviewing organization, after the latest information was reviewed.","The current findings was reviewed in relation to myocardial ischemia and ST-segment elevation, at the next decision point, the reviewing catheterization, after the latest information was reviewed.",1,domain_term_phonetic_semantic_substitution,organization,catheterization,0.49312169312169307,single_domain_term,1,0,0,28,0.03571428571428571,1
nlu_0218_05,S0218,unseen,finance,"The specialist discussed the documented issue involving loan-to-value ratio during the latest analysis; as part of the current review, the decision-making group, before the matter is finalized. The record specifically references mortgage underwriting.","The specialist discussed the documented issue involving loan-to-value ratio during the latest analysis; as part of the current review, the decision-making group, before the matter is finalized. The record specifically references mortgage underlying.",1,domain_term_phonetic_semantic_substitution,underwriting,underlying,0.7378787878787879,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0136_07,S0136,train,medical,"The latest analysis focused on the evidence related to glycemic control; during the ongoing evaluation, the case team, after the latest information was reviewed. The discussion also considers type 2 diabetes.","The latest analysis focused on the evidence related to glycemic control; during the ongoing elevation, the case team, after the latest information was reviewed. The discussion also considers type 2 diabetes.",1,domain_term_phonetic_semantic_substitution,evaluation,elevation,0.6328947368421052,single_domain_term,1,0,0,31,0.03225806451612903,1
nlu_0558_07,S0558,train,general,"I would like to ask about a commute; the situation is after the recent update, the responsible specialist, while comparing the available options.","I would like to ask about a commute; the situation is after the recent update, the reschedule specialist, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,responsible,reschedule,0.5474358974358975,single_domain_term,1,0,0,23,0.043478260869565216,1
nlu_0478_03,S0478,train,technology,"The current available evidence requires further assessment, especially in relation to the relationship between PostgreSQL and relational database; in the current round of review, the assigned professional, while considering the current evidence. The discussion also considers relational database.","The current available evidence requires further assessment, especially in relation to the relationship between PostgreSQL and integration database; in the current round of review, the assigned professional, while considering the current evidence. The discussion also considers relational database.",1,domain_term_phonetic_semantic_substitution,relational,integration,0.47272727272727266,single_domain_term,1,0,0,38,0.02631578947368421,1
nlu_0316_10,S0316,train,legal,"Further risk is needed before a final decision is made about the decision surrounding disclosure restriction; during the latest review, the technical or professional team, before the matter is finalized. The record specifically references confidentiality clause.","Further risk is needed before a final decision is made about the decision surrounding disclosure restriction; during the latest review, the technical or professional team, before the matter is finalized. The record specifically references contractual clause.",1,domain_term_phonetic_semantic_substitution,confidentiality,contractual,0.5615384615384615,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0040_07,S0040,train,medical,"The latest exposure focused on the evidence related to myocardial injury; during the latest review, the assigned professional, while considering the current evidence. The discussion also considers cardiac biomarker.","The latest exposure focused on the evidence related to tachycardia injury; during the latest review, the assigned professional, while considering the current evidence. The discussion also considers cardiac biomarker.",1,domain_term_phonetic_semantic_substitution,myocardial,tachycardia,0.541025641025641,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0451_08,S0451,validation,technology,"The case involves the reported concern involving Kubernetes, and the relevant relevant records is being assessed; after the latest information became available, the current reviewer, before the next decision. The record specifically references Kubernetes.","The case involves the reported concern involving Kubernetes, and the relevant relevant records is being assessed; after the latest information became available, the current server, before the next decision. The record specifically references Kubernetes.",1,domain_term_phonetic_semantic_substitution,reviewer,server,0.475,single_domain_term,1,0,0,34,0.029411764705882353,1
nlu_0335_02,S0335,train,legal,"The team is evaluating indemnification clause in the context of losses, with particular attention to the reported issue; during the latest review, the reviewing organization, while comparing the available options. The record specifically references indemnification clause.","The team is evaluating interpretation clause in the context of losses, with particular attention to the reported issue; during the latest review, the reviewing organization, while comparing the available options. The record specifically references indemnification clause.",1,domain_term_phonetic_semantic_substitution,indemnification,interpretation,0.5431034482758621,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0182_03,S0182,train,medical,"The current available evidence requires further report, especially in relation to the relationship between levothyroxine and thyroid hormone replacement; during the latest review, the assigned professional, while comparing the available options. The discussion also considers thyroid hormone replacement.","The current available evidence requires further report, especially in relation to the relationship between elevation and thyroid hormone replacement; during the latest review, the assigned professional, while comparing the available options. The discussion also considers thyroid hormone replacement.",1,domain_term_phonetic_semantic_substitution,levothyroxine,elevation,0.49242424242424243,single_domain_term,1,0,0,38,0.02631578947368421,1
nlu_0390_07,S0390,unseen,legal,"The latest validation focused on the evidence related to claim; during the ongoing evaluation, the reviewing group, before the matter is finalized. The discussion also considers answer.","The latest validation focused on the evidence related to claim; during the ongoing obligation, the reviewing group, before the matter is finalized. The discussion also considers answer.",1,domain_term_phonetic_semantic_substitution,evaluation,obligation,0.5433333333333333,single_domain_term,1,0,0,27,0.037037037037037035,1
nlu_0435_10,S0435,train,legal,"Further report is needed before a final decision is made about the decision surrounding venue; at the next decision point, the person handling the matter, while comparing the available options. The record specifically references jurisdiction.","Further report is needed before a final decision is made about the decision surrounding venue; at the next decision point, the person handling the matter, while comparing the available options. The record specifically references production.",1,domain_term_phonetic_semantic_substitution,jurisdiction,production,0.5755244755244755,single_domain_term,1,0,0,35,0.02857142857142857,1
nlu_0082_07,S0082,unseen,medical,"The latest monitoring focused on the evidence related to diffusion restriction; during the latest review, the reviewing group, while considering the current evidence. The discussion also considers brain MRI.","The latest monitoring focused on the evidence related to diffusion resting; during the latest review, the reviewing group, while considering the current evidence. The discussion also considers brain MRI.",1,domain_term_phonetic_semantic_substitution,restriction,resting,0.7166666666666667,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0158_03,S0158,validation,medical,"The current available evidence requires further assessment, especially in relation to the relationship between azithromycin and macrolide antibiotic; at the current stage, the relevant team, before the next decision. The discussion also considers macrolide antibiotic.","The current available evidence requires further assessment, especially in relation to the relationship between hormone and macrolide antibiotic; at the current stage, the relevant team, before the next decision. The discussion also considers macrolide antibiotic.",1,domain_term_phonetic_semantic_substitution,azithromycin,hormone,0.48070175438596485,single_domain_term,1,0,0,35,0.02857142857142857,1
nlu_0474_01,S0474,unseen,technology,"The current findings was reviewed in relation to PostgreSQL and relational database, during the latest review, the relevant team, before the matter is finalized.","The current findings was reviewed in relation to PostgreSQL and integration database, during the latest review, the relevant team, before the matter is finalized.",1,domain_term_phonetic_semantic_substitution,relational,integration,0.47272727272727266,single_domain_term,1,0,0,24,0.041666666666666664,1
nlu_0181_01,S0181,train,medical,"The current findings was reviewed in relation to atorvastatin and statin, after the recent update, the reviewing organization, after the latest information was reviewed.","The current findings was reviewed in relation to atorvastatin and statin, after the recent update, the reviewing catheterization, after the latest information was reviewed.",1,domain_term_phonetic_semantic_substitution,organization,catheterization,0.49312169312169307,single_domain_term,1,0,0,24,0.041666666666666664,1
nlu_0229_01,S0229,unseen,finance,"The current findings was reviewed in relation to non-performing asset and loan delinquency, after the latest information became available, the relevant team, during the present round of discussion.","The current findings was reviewed in relation to non-performing asset and loan diligence, after the latest information became available, the relevant team, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,delinquency,diligence,0.5433333333333333,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0506_09,S0506,train,general,"Could you check this for me regarding check train status, after the latest information became available, the assigned professional, during the present round of discussion?","Could you check this for me reservation check train status, after the latest information became available, the assigned professional, during the present round of discussion?",1,domain_term_phonetic_semantic_substitution,regarding,reservation,0.575,single_domain_term,1,0,0,25,0.04,1
nlu_0583_02,S0583,train,general,"Could you help me with ask about a delivery? This is in the current round of review, the current reviewer, during the present round of discussion.","Could you help me with ask about a delivery? This is in the current round of review, the current reminder, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,reviewer,reminder,0.5909722222222222,single_domain_term,1,0,0,26,0.038461538461538464,1
nlu_0392_01,S0392,train,legal,"The current findings was reviewed in relation to defendant and answer, as part of the current review, the technical or professional team, while comparing the available options.","The current findings was reviewed in relation to indemnity and answer, as part of the current review, the technical or professional team, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,defendant,indemnity,0.4888888888888888,single_domain_term,1,0,0,27,0.037037037037037035,1
nlu_0454_06,S0454,validation,technology,"The available evidence was considered before deciding how to address the current status of Kubernetes; after the latest information became available, the responsible specialist, after the latest information was reviewed.","The available evidence was considered before deciding how to address the current status of Kubernetes; after the latest information became available, the relational specialist, after the latest information was reviewed.",1,domain_term_phonetic_semantic_substitution,responsible,relational,0.5666666666666667,single_domain_term,1,0,0,30,0.03333333333333333,1
nlu_0515_05,S0515,train,general,"Can you tell me how to ask for opening hours, given during the ongoing evaluation, the person handling the matter, while comparing the available options?","Can you tell me how to ask for opening hours, given during the ongoing location, the person handling the matter, while comparing the available options?",1,domain_term_phonetic_semantic_substitution,evaluation,location,0.6083333333333333,single_domain_term,1,0,0,25,0.04,1
nlu_0518_02,S0518,unseen,general,"Could you help me with ask about a commute? This is following the previous discussion, the decision-making group, while comparing the available options.","Could you help me with ask about a commute? This is following the previous discussion, the directions-making group, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,decision,directions,0.5333333333333333,single_domain_term,1,0,0,24,0.041666666666666664,1
nlu_0440_06,S0440,train,technology,"The available evidence was considered before deciding how to address the current status of Docker; at the current stage, the decision-making group, before the matter is finalized.","The available evidence was continuous before deciding how to address the current status of Docker; at the current stage, the decision-making group, before the matter is finalized.",1,domain_term_phonetic_semantic_substitution,considered,continuous,0.5627272727272727,single_domain_term,1,0,0,28,0.03571428571428571,1
nlu_0416_06,S0416,train,legal,"The available evidence was considered before deciding how to address the current status of motion to dismiss; during the most recent assessment, the responsible specialist, after the latest information was reviewed.","The available evidence was considered before deciding how to address the current status of motion to dismiss; during the most recent assessment, the representations specialist, after the latest information was reviewed.",1,domain_term_phonetic_semantic_substitution,responsible,representations,0.5782051282051283,single_domain_term,1,0,0,31,0.03225806451612903,1
nlu_0384_06,S0384,train,legal,"The available evidence was considered before deciding how to address the current status of plaintiff; at the current stage, the reviewing organization, while comparing the available options.","The available evidence was considered before deciding how to address the current status of plaintiff; at the current stage, the reviewing termination, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,organization,termination,0.5463768115942029,single_domain_term,1,0,0,27,0.037037037037037035,1
nlu_0474_02,S0474,unseen,technology,"The team is evaluating PostgreSQL in the context of SQL query, with particular attention to the reported issue; during the latest review, the relevant team, before the matter is finalized. The record specifically references PostgreSQL.","The team is evaluating PostgreSQL in the context of SQL query, with particular container to the reported issue; during the latest review, the relevant team, before the matter is finalized. The record specifically references PostgreSQL.",1,domain_term_phonetic_semantic_substitution,attention,container,0.4888888888888888,single_domain_term,1,0,0,35,0.02857142857142857,1
nlu_0534_08,S0534,validation,general,"Is it possible to change a calendar event, considering in the current round of review, the reviewing organization, after the latest information was reviewed?","Is it possible to change a calendar event, considering in the current round of review, the reviewing organization, after the latest information was reminder?",1,domain_term_phonetic_semantic_substitution,reviewed,reminder,0.5472222222222222,single_domain_term,1,0,0,24,0.041666666666666664,1
nlu_0056_05,S0056,train,medical,"The specialist discussed the documented issue involving coronary angiography during the latest assessment; following the previous discussion, the decision-making group, after the latest information was reviewed. The record specifically references cardiac catheterization.","The specialist discussed the documented issue involving coronary angiography during the latest assessment; following the previous discussion, the decision-making group, after the latest information was reviewed. The record specifically references cardiac atorvastatin.",1,domain_term_phonetic_semantic_substitution,catheterization,atorvastatin,0.46719576719576716,single_domain_term,1,0,0,33,0.030303030303030304,1
nlu_0116_10,S0116,train,medical,"Further risk is needed before a final decision is made about the decision surrounding brain MRI; at the current stage, the reviewing group, after the latest information was reviewed. The record specifically references multiple sclerosis.","Further risk is needed before a final decision is made about the decision surrounding brain MRI; at the current stage, the reviewing group, after the latest information was reviewed. The record specifically warfarin multiple sclerosis.",1,domain_term_phonetic_semantic_substitution,references,warfarin,0.5191919191919192,single_domain_term,1,0,0,35,0.02857142857142857,1
nlu_0122_04,S0122,train,medical,"A detailed risk was requested concerning the implications of neuropathy; during the most recent assessment, the assigned professional, before the next decision.","A detailed risk was requested concerning the thromboplastin of neuropathy; during the most recent assessment, the assigned professional, before the next decision.",1,domain_term_phonetic_semantic_substitution,implications,thromboplastin,0.48257918552036194,single_domain_term,1,0,0,22,0.045454545454545456,1
nlu_0404_03,S0404,train,legal,"The current available evidence requires further exposure, especially in relation to the relationship between discovery and document production; during the ongoing evaluation, the reviewing organization, while considering the current evidence. The discussion also considers document production.","The current available evidence requires further exposure, especially in relation to the relationship between discovery and document production; during the ongoing evaluation, the reviewing termination, while considering the current evidence. The discussion also considers document production.",1,domain_term_phonetic_semantic_substitution,organization,termination,0.5463768115942029,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0133_06,S0133,train,medical,"The available evidence was considered before deciding how to address the current status of metformin; during the ongoing evaluation, the assigned professional, before the matter is finalized.","The available evidence was considered before deciding how to address the current status of metformin; during the ongoing elevation, the assigned professional, before the matter is finalized.",1,domain_term_phonetic_semantic_substitution,evaluation,elevation,0.6328947368421052,single_domain_term,1,0,0,27,0.037037037037037035,1
nlu_0329_07,S0329,validation,legal,"The latest resolution focused on the evidence related to unforeseeable event; in the current round of review, the responsible specialist, before the matter is finalized. The discussion also considers contract performance.","The latest resolution focused on the evidence related to unforeseeable event; in the current round of review, the representations specialist, before the matter is finalized. The discussion also considers contract performance.",1,domain_term_phonetic_semantic_substitution,responsible,representations,0.5782051282051283,single_domain_term,1,0,0,31,0.03225806451612903,1
nlu_0335_10,S0335,train,legal,"Further report is needed before a final decision is made about the decision surrounding losses; during the latest review, the reviewing organization, while comparing the available options. The record specifically references indemnification clause.","Further report is needed before a final decision is made about the decision surrounding losses; during the latest review, the reviewing organization, while comparing the available options. The record specifically references interpretation clause.",1,domain_term_phonetic_semantic_substitution,indemnification,interpretation,0.5431034482758621,single_domain_term,1,0,0,33,0.030303030303030304,1
nlu_0071_01,S0071,validation,medical,"The current findings was reviewed in relation to Parkinson disease and bradykinesia, in the current round of review, the decision-making group, while considering the current evidence.","The current findings was reviewed in relation to Pattern disease and bradykinesia, in the current round of review, the decision-making group, while considering the current evidence.",1,domain_term_phonetic_semantic_substitution,parkinson,pattern,0.625,single_domain_term,1,0,0,27,0.037037037037037035,1
nlu_0271_01,S0271,unseen,finance,"The current findings was reviewed in relation to equity valuation and discounted cash flow, at the next decision point, the reviewing organization, while considering the current evidence.","The current findings was reviewed in relation to equity valuation and discounted cash flow, at the next decision point, the reviewing transaction, while considering the current evidence.",1,domain_term_phonetic_semantic_substitution,organization,transaction,0.5511705685618729,single_domain_term,1,0,0,27,0.037037037037037035,1
nlu_0430_04,S0430,unseen,legal,"A detailed account was requested concerning the implications of civil procedure; after the recent update, the technical or professional team, while considering the current evidence.","A detailed account was requested concerning the indemnification of civil procedure; after the recent update, the technical or professional team, while considering the current evidence.",1,domain_term_phonetic_semantic_substitution,implications,indemnification,0.5,single_domain_term,1,0,0,25,0.04,1
nlu_0185_08,S0185,train,medical,"The case involves the reported concern involving levothyroxine, and the relevant relevant records is being assessed; after the recent update, the assigned professional, before the matter is finalized. The record specifically references levothyroxine.","The case involves the reported concern involving elevation, and the relevant relevant records is being assessed; after the recent update, the assigned professional, before the matter is finalized. The record specifically references levothyroxine.",1,domain_term_phonetic_semantic_substitution,levothyroxine,elevation,0.49242424242424243,single_domain_term,1,0,0,33,0.030303030303030304,1
nlu_0441_07,S0441,validation,technology,"The latest record focused on the evidence related to image; as part of the current review, the responsible specialist, before the matter is finalized. The discussion also considers container.","The latest record focused on the evidence related to image; as part of the current review, the relational specialist, before the matter is finalized. The discussion also considers container.",1,domain_term_phonetic_semantic_substitution,responsible,relational,0.5666666666666667,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0564_05,S0564,train,general,"Can you tell me how to check store opening, given after the latest information became available, the responsible specialist, while comparing the available options?","Can you tell me how to check store opening, given after the latest information became available, the reschedule specialist, while comparing the available options?",1,domain_term_phonetic_semantic_substitution,responsible,reschedule,0.5474358974358975,single_domain_term,1,0,0,24,0.041666666666666664,1
nlu_0146_06,S0146,train,medical,"The available evidence was considered before deciding how to address the current status of amoxicillin; as part of the current review, the reviewing organization, while comparing the available options.","The available evidence was considered before deciding how to address the current status of amoxicillin; as part of the current review, the reviewing catheterization, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,organization,catheterization,0.49312169312169307,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0502_10,S0502,train,general,"I need some information because I want to reschedule an appointment; during the most recent assessment, the reviewing organization, during the present round of discussion.","I need some information because I want to reschedule an document; during the most recent assessment, the reviewing organization, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,appointment,document,0.4569377990430622,single_domain_term,1,0,0,25,0.04,1
nlu_0562_05,S0562,validation,general,"Can you tell me how to reschedule an appointment, given during the most recent assessment, the current reviewer, before the next decision?","Can you tell me how to reschedule an document, given during the most recent assessment, the current reviewer, before the next decision?",1,domain_term_phonetic_semantic_substitution,appointment,document,0.4569377990430622,single_domain_term,1,0,0,22,0.045454545454545456,1
nlu_0413_08,S0413,train,legal,"The case involves the reported concern involving motion to dismiss, and the relevant relevant records is being assessed; during the most recent assessment, the current reviewer, after the latest information was reviewed. The record specifically references motion to dismiss.","The case involves the reported concern involving motion to dismiss, and the relevant relevant records is being assessed; during the most recent assessment, the current reviewer, after the latest information was reviewed. The record specifically representations motion to dismiss.",1,domain_term_phonetic_semantic_substitution,references,representations,0.6037142857142856,single_domain_term,1,0,0,39,0.02564102564102564,1
nlu_0087_07,S0087,train,medical,"The latest account focused on the evidence related to diffusion restriction; during the latest review, the responsible specialist, after the latest information was reviewed. The discussion also considers brain MRI.","The latest account focused on the evidence related to diffusion restriction; during the latest review, the resting specialist, after the latest information was reviewed. The discussion also considers brain MRI.",1,domain_term_phonetic_semantic_substitution,responsible,resting,0.5555555555555556,single_domain_term,1,0,0,30,0.03333333333333333,1
nlu_0459_05,S0459,train,technology,"The specialist discussed the documented issue involving authorization server during the latest case; in the current round of review, the reviewing group, while considering the current evidence. The record specifically references OAuth 2.0.","The specialist discussed the documented issue involving automated server during the latest case; in the current round of review, the reviewing group, while considering the current evidence. The record specifically references OAuth 2.0.",1,domain_term_phonetic_semantic_substitution,authorization,automated,0.5409090909090909,single_domain_term,1,0,0,34,0.029411764705882353,1
nlu_0165_05,S0165,train,medical,"The specialist discussed the documented issue involving anticoagulation during the latest adjustment; at the current stage, the relevant team, while considering the current evidence. The record specifically references warfarin.","The specialist discussed the documented issue involving antibiotic during the latest adjustment; at the current stage, the relevant team, while considering the current evidence. The record specifically references warfarin.",1,domain_term_phonetic_semantic_substitution,anticoagulation,antibiotic,0.596,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0215_01,S0215,unseen,finance,"The current findings was reviewed in relation to mortgage underwriting and loan-to-value ratio, during the latest review, the decision-making group, while considering the current evidence.","The current findings was reviewed in relation to mortgage underlying and loan-to-value ratio, during the latest review, the decision-making group, while considering the current evidence.",1,domain_term_phonetic_semantic_substitution,underwriting,underlying,0.7378787878787879,single_domain_term,1,0,0,28,0.03571428571428571,1
nlu_0447_04,S0447,train,technology,"A detailed strategy was requested concerning the implications of Kubernetes; during the ongoing evaluation, the case team, while comparing the available options.","A detailed strategy was requested concerning the continuous of Kubernetes; during the ongoing evaluation, the case team, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,implications,continuous,0.49242424242424243,single_domain_term,1,0,0,22,0.045454545454545456,1
nlu_0399_09,S0399,validation,legal,"The professional handling the matter is reviewing the effect of witness testimony on the overall situation and the associated observed changes; at the next decision point, the reviewing group, while comparing the available options.","The professional handling the matter is reviewing the effect of witness testimony on the overall action and the associated observed changes; at the next decision point, the reviewing group, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,situation,action,0.5666666666666667,single_domain_term,1,0,0,34,0.029411764705882353,1
nlu_0150_01,S0150,train,medical,"The current findings was reviewed in relation to amoxicillin and antibiotic, after the recent update, the technical or professional team, after the latest information was reviewed.","The current findings was reviewed in relation to amoxicillin and anticoagulation, after the recent update, the technical or professional team, after the latest information was reviewed.",1,domain_term_phonetic_semantic_substitution,antibiotic,anticoagulation,0.568,single_domain_term,1,0,0,26,0.038461538461538464,1
nlu_0551_07,S0551,validation,general,"I would like to confirm a meeting; the situation is during the latest review, the technical or professional team, during the present round of discussion.","I would like to confirm a meeting; the reservation is during the latest review, the technical or professional team, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,situation,reservation,0.5433333333333333,single_domain_term,1,0,0,25,0.04,1
nlu_0073_10,S0073,train,medical,"Further analysis is needed before a final decision is made about the decision surrounding focal neurological deficit; in the current round of review, the assigned professional, before the matter is finalized. The record specifically references ischemic stroke.","Further analysis is needed before a final decision is made about the decision surrounding focal neuropathy deficit; in the current round of review, the assigned professional, before the matter is finalized. The record specifically references ischemic stroke.",1,domain_term_phonetic_semantic_substitution,neurological,neuropathy,0.5075757575757576,single_domain_term,1,0,0,37,0.02702702702702703,1
nlu_0459_03,S0459,train,technology,"The current available evidence requires further review, especially in relation to the relationship between OAuth 2.0 and authorization server; in the current round of review, the reviewing group, while considering the current evidence. The discussion also considers authorization server.","The current available evidence requires further review, especially in relation to the relationship between OAuth 2.0 and automated server; in the current round of review, the reviewing group, while considering the current evidence. The discussion also considers authorization server.",1,domain_term_phonetic_semantic_substitution,authorization,automated,0.5409090909090909,single_domain_term,1,0,0,40,0.025,1
nlu_0350_10,S0350,validation,legal,"Further response is needed before a final decision is made about the decision surrounding pre-agreed amount; during the latest review, the person handling the matter, before the next decision. The record specifically references liquidated damages.","Further response is needed before a final decision is made about the decision summary pre-agreed amount; during the latest review, the person handling the matter, before the next decision. The record specifically references liquidated damages.",1,domain_term_phonetic_semantic_substitution,surrounding,summary,0.4666666666666667,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0263_01,S0263,train,finance,"The current findings was reviewed in relation to portfolio allocation and diversification, following the previous discussion, the assigned professional, during the present round of discussion.","The current findings was reviewed in relation to portfolio allocation and verification, following the previous discussion, the assigned professional, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,diversification,verification,0.7396825396825396,single_domain_term,1,0,0,25,0.04,1
nlu_0194_07,S0194,train,finance,"The latest assessment focused on the evidence related to identity verification; as part of the current review, the reviewing group, while comparing the available options. The discussion also considers customer due diligence.","The latest assessment focused on the evidence related to identity diversification; as part of the current review, the reviewing group, while comparing the available options. The discussion also considers customer due diligence.",1,domain_term_phonetic_semantic_substitution,verification,diversification,0.7396825396825396,single_domain_term,1,0,0,32,0.03125,1
nlu_0556_02,S0556,validation,general,"Could you help me with check a booking? This is at the current stage, the assigned professional, after the latest information was reviewed.","Could you help me with check a booking? This is at the current stage, the assigned professional, after the latest information was reminder.",1,domain_term_phonetic_semantic_substitution,reviewed,reminder,0.5472222222222222,single_domain_term,1,0,0,23,0.043478260869565216,1
nlu_0112_01,S0112,train,medical,"The current findings was reviewed in relation to migraine with aura and visual aura, in the current round of review, the technical or professional team, during the present round of discussion.","The current findings was reviewed in relation to glargine with aura and visual aura, in the current round of review, the technical or professional team, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,migraine,glargine,0.5520833333333333,single_domain_term,1,0,0,31,0.03225806451612903,1
nlu_0488_01,S0488,train,technology,"The current findings was reviewed in relation to transformer model and attention, in the current round of review, the responsible specialist, while comparing the available options.","The current findings was reviewed in relation to transformer model and attention, in the current round of review, the relational specialist, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,responsible,relational,0.5666666666666667,single_domain_term,1,0,0,26,0.038461538461538464,1
nlu_0537_01,S0537,train,general,"I need help with request contact information, during the most recent assessment, the current reviewer, while considering the current evidence.","I need help with request contact information, during the most recent assessment, the current reminder, while considering the current evidence.",1,domain_term_phonetic_semantic_substitution,reviewer,reminder,0.5909722222222222,single_domain_term,1,0,0,20,0.05,1
nlu_0240_05,S0240,validation,finance,"The specialist discussed the documented issue involving default probability during the latest report; in the current round of review, the case team, after the latest information was reviewed. The record specifically references credit risk.","The specialist discussed the documented issue involving default pricing during the latest report; in the current round of review, the case team, after the latest information was reviewed. The record specifically references credit risk.",1,domain_term_phonetic_semantic_substitution,probability,pricing,0.48737373737373735,single_domain_term,1,0,0,34,0.029411764705882353,1
nlu_0119_06,S0119,train,medical,"The available evidence was considered before deciding how to address the current status of multiple sclerosis; as part of the current review, the case team, before the next decision.","The available evidence was control before deciding how to address the current status of multiple sclerosis; as part of the current review, the case team, before the next decision.",1,domain_term_phonetic_semantic_substitution,considered,control,0.5874331550802139,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0201_08,S0201,train,finance,"The case involves the reported concern involving AML, and the relevant relevant records is being assessed; during the latest review, the reviewing group, while comparing the available options. The record specifically references AML.","The case involves the reported concern involving AML, and the relevant relevant records is being assessed; during the latest review, the reviewing group, while comparing the available options. The record specifically return AML.",1,domain_term_phonetic_semantic_substitution,references,return,0.625,single_domain_term,1,0,0,33,0.030303030303030304,1
