sample_id,scenario_id,split,paraphrase_id,transcript,domain_label,subdomain_label,topic_label,document_type_label,target_term,target_source,term_char_start,term_char_end,target_domain,noise_strategy,recommended_noise_type,recommended_snr_db,recommended_corruption_duration,keep_original_audio,note,target_terms,target_term_count,target_sources,target_selection_logic
nlu_0539_03,S0539,train,3,"Please help me set a personal reminder; this is after the latest information became available, the relevant team, while considering the current evidence.",general,NONE,NONE,NONE,personal,domain_specific_lexical_fallback,21,29,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,reminder; personal,2,reminder:domain_lexical; personal:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0141_05,S0141,train,5,"The specialist discussed the documented issue involving basal insulin during the latest risk; during the ongoing evaluation, the current reviewer, before the matter is finalized. The record specifically references insulin glargine.",medical,pharmacology,insulin glargine,prescription,insulin glargine,topic_label,214,230,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,insulin glargine,1,insulin glargine:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0218_10,S0218,unseen,10,"Further record is needed before a final decision is made about the decision surrounding debt-to-income; as part of the current review, the decision-making group, before the matter is finalized. The record specifically references mortgage underwriting.",finance,banking,mortgage underwriting,loan application,mortgage underwriting,topic_label,229,250,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,mortgage underwriting; debt-to-income,2,mortgage underwriting:topic; debt-to-income:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0070_08,S0070,train,8,"The case involves the reported concern involving Parkinson disease, and the relevant relevant records is being assessed; at the next decision point, the current reviewer, during the present round of discussion. The record specifically references Parkinson disease.",medical,neurology,Parkinson disease,neurology consultation,Parkinson disease,topic_label,49,66,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,parkinson disease,1,parkinson disease:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0113_05,S0113,validation,5,"The specialist discussed the documented issue involving demyelinating lesion during the latest authorization; following the previous discussion, the assigned professional, after the latest information was reviewed. The record specifically references multiple sclerosis.",medical,neurology,multiple sclerosis,MRI brain report,multiple sclerosis,topic_label,250,268,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,multiple sclerosis; demyelinating; lesion,3,multiple sclerosis:topic; demyelinating:domain_lexical; lesion:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0329_03,S0329,validation,3,"The current available evidence requires further screening, especially in relation to the relationship between force majeure and contract performance; in the current round of review, the responsible specialist, before the matter is finalized. The discussion also considers contract performance.",legal,contracts,force majeure,agreement,force majeure,topic_label,110,123,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,force majeure; performance; contract,3,force majeure:topic; performance:domain_lexical; contract:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0397_01,S0397,train,1,"The current findings was reviewed in relation to deposition and witness testimony, as part of the current review, the person handling the matter, before the matter is finalized.",legal,litigation,deposition,deposition record,deposition,topic_label,49,59,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,deposition; testimony; witness,3,deposition:topic; testimony:domain_lexical; witness:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0412_01,S0412,train,1,"The current findings was reviewed in relation to motion to dismiss and complaint, after the latest information became available, the current reviewer, after the latest information was reviewed.",legal,litigation,motion to dismiss,pleading,motion to dismiss,topic_label,49,66,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,motion dismiss; complaint,2,motion dismiss:topic; complaint:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0178_09,S0178,train,9,"The professional handling the matter is reviewing the effect of statin on the overall situation and the associated observed changes; during the ongoing evaluation, the responsible specialist, while comparing the available options.",medical,pharmacology,atorvastatin,medication reconciliation,statin,domain_specific_lexical_fallback,64,70,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,statin,1,statin:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0264_05,S0264,train,5,"The specialist discussed the documented issue involving diversification during the latest monitoring; as part of the current review, the relevant team, after the latest information was reviewed. The record specifically references portfolio allocation.",finance,investment,portfolio allocation,portfolio review,portfolio allocation,topic_label,230,250,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,portfolio allocation; diversification,2,portfolio allocation:topic; diversification:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0310_02,S0310,train,2,"The team is evaluating yield curve in the context of maturity, with particular attention to the reported issue; as part of the current review, the reviewing organization, before the matter is finalized. The record specifically references yield curve.",finance,investment,yield curve,market analysis,yield curve,topic_label,23,34,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,yield curve; maturity,2,yield curve:topic; maturity:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0405_08,S0405,train,8,"The case involves the reported concern involving discovery, and the relevant relevant records is being assessed; after the recent update, the reviewing group, while considering the current evidence. The record specifically references discovery.",legal,litigation,discovery,litigation brief,discovery,topic_label,49,58,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,discovery,1,discovery:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0104_08,S0104,unseen,8,"The case involves the reported concern involving seizure disorder, and the relevant relevant records is being assessed; after the latest information became available, the person handling the matter, while comparing the available options. The record specifically references seizure disorder.",medical,neurology,seizure disorder,EEG interpretation,seizure disorder,topic_label,49,65,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,seizure disorder,1,seizure disorder:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0500_05,S0500,validation,5,"The specialist discussed the documented issue involving continuous integration during the latest report; following the previous discussion, the relevant team, before the matter is finalized. The record specifically references CI/CD pipeline.",technology,software_engineering,CI/CD pipeline,deployment incident,CI/CD pipeline,topic_label,226,240,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,pipeline; integration; continuous,3,pipeline:topic; integration:domain_lexical; continuous:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0226_07,S0226,unseen,7,"The latest model focused on the evidence related to mortgage; following the previous discussion, the case team, before the matter is finalized. The discussion also considers collateral value.",finance,banking,loan-to-value ratio,credit assessment,collateral,domain_specific_lexical_fallback,174,184,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,collateral; mortgage,2,collateral:domain_lexical; mortgage:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0378_04,S0378,train,4,"A detailed review was requested concerning the implications of plaintiff; at the current stage, the reviewing organization, while considering the current evidence.",legal,litigation,plaintiff,pleading,plaintiff,topic_label,63,72,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,plaintiff,1,plaintiff:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0593_10,S0593,unseen,10,"I need some information because I want to ask about a parcel; in the current round of review, the assigned professional, before the next decision.",general,NONE,NONE,NONE,parcel,domain_specific_lexical_fallback,54,60,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,because; parcel,2,because:domain_lexical; parcel:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0032_04,S0032,train,4,"A detailed resolution was requested concerning the implications of ST-segment elevation; during the most recent assessment, the relevant team, while comparing the available options.",medical,cardiology,ST elevation,ECG interpretation,resolution,domain_specific_lexical_fallback,11,21,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,elevation; st-segment,2,elevation:topic; st-segment:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0265_10,S0265,train,10,"Further incident is needed before a final decision is made about the decision surrounding asset weights; during the ongoing evaluation, the relevant team, after the latest information was reviewed. The record specifically references portfolio allocation.",finance,investment,portfolio allocation,portfolio review,portfolio allocation,topic_label,233,253,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,portfolio allocation; weights,2,portfolio allocation:topic; weights:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0229_02,S0229,unseen,2,"The team is evaluating non-performing asset in the context of default, with particular attention to the reported issue; after the latest information became available, the relevant team, during the present round of discussion. The record specifically references non-performing asset.",finance,banking,non-performing asset,banking case,non-performing asset,topic_label,23,43,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,non-performing asset; default,2,non-performing asset:topic; default:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0370_04,S0370,validation,4,"A detailed account was requested concerning the implications of termination provision; after the latest information became available, the reviewing group, before the matter is finalized.",legal,contracts,termination provision,commercial contract,termination provision,topic_label,64,85,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,termination provision,1,termination provision:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0429_08,S0429,train,8,"The case involves the reported concern involving civil procedure, and the relevant relevant records is being assessed; at the next decision point, the person handling the matter, before the matter is finalized. The record specifically references civil procedure.",legal,litigation,civil procedure,case strategy,civil procedure,topic_label,49,64,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,civil procedure,1,civil procedure:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0255_08,S0255,train,8,"The case involves the reported concern involving asset allocation, and the relevant relevant records is being assessed; in the current round of review, the relevant team, after the latest information was reviewed. The record specifically references asset allocation.",finance,investment,asset allocation,investment memo,asset allocation,topic_label,49,65,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,asset allocation,1,asset allocation:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0142_07,S0142,train,7,"The latest monitoring focused on the evidence related to glucose control; during the latest review, the person handling the matter, while considering the current evidence. The discussion also considers basal insulin.",medical,pharmacology,insulin glargine,prescription,glucose,domain_specific_lexical_fallback,57,64,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,insulin; control; glucose,3,insulin:domain_lexical; control:domain_lexical; glucose:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0104_07,S0104,unseen,7,"The latest strategy focused on the evidence related to EEG; after the latest information became available, the person handling the matter, while comparing the available options. The discussion also considers seizure activity.",medical,neurology,seizure disorder,EEG interpretation,activity,domain_specific_lexical_fallback,216,224,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,activity; seizure,2,activity:domain_lexical; seizure:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0216_10,S0216,train,10,"Further risk is needed before a final decision is made about the decision surrounding debt-to-income; at the next decision point, the person handling the matter, after the latest information was reviewed. The record specifically references mortgage underwriting.",finance,banking,mortgage underwriting,loan application,mortgage underwriting,topic_label,240,261,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,mortgage underwriting; debt-to-income,2,mortgage underwriting:topic; debt-to-income:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0299_05,S0299,validation,5,"The specialist discussed the documented issue involving interest-rate sensitivity during the latest case; in the current round of review, the relevant team, while considering the current evidence. The record specifically references bond duration.",finance,investment,bond duration,investment memo,bond duration,topic_label,232,245,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,bond duration; interest-rate; sensitivity,3,bond duration:topic; interest-rate:domain_lexical; sensitivity:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0314_08,S0314,train,8,"The case involves the reported concern involving confidentiality clause, and the relevant relevant records is being assessed; at the current stage, the case team, while comparing the available options. The record specifically references confidentiality clause.",legal,contracts,confidentiality clause,clause analysis,confidentiality clause,topic_label,49,71,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,confidentiality clause,1,confidentiality clause:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0499_02,S0499,train,2,"The team is evaluating CI/CD pipeline in the context of automated test, with particular attention to the reported issue; at the current stage, the person handling the matter, during the present round of discussion. The record specifically references CI/CD pipeline.",technology,software_engineering,CI/CD pipeline,deployment incident,CI/CD pipeline,topic_label,23,37,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,pipeline; automated,2,pipeline:topic; automated:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0176_05,S0176,unseen,5,"The specialist discussed the documented issue involving statin during the latest assessment; after the recent update, the case team, before the matter is finalized. The record specifically references atorvastatin.",medical,pharmacology,atorvastatin,medication reconciliation,atorvastatin,topic_label,200,212,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,atorvastatin; statin,2,atorvastatin:topic; statin:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0427_03,S0427,train,3,"The current available evidence requires further adjustment, especially in relation to the relationship between civil procedure and procedural rule; during the ongoing evaluation, the decision-making group, before the matter is finalized. The discussion also considers procedural rule.",legal,litigation,civil procedure,case strategy,civil procedure,topic_label,111,126,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,civil procedure; procedural,2,civil procedure:topic; procedural:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0399_01,S0399,validation,1,"The current findings was reviewed in relation to deposition and witness testimony, at the next decision point, the reviewing group, while comparing the available options.",legal,litigation,deposition,deposition record,deposition,topic_label,49,59,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,deposition; testimony; witness,3,deposition:topic; testimony:domain_lexical; witness:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0382_08,S0382,validation,8,"The case involves the reported concern involving plaintiff, and the relevant relevant records is being assessed; after the recent update, the person handling the matter, before the matter is finalized. The record specifically references plaintiff.",legal,litigation,plaintiff,pleading,plaintiff,topic_label,49,58,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,plaintiff,1,plaintiff:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0535_06,S0535,train,6,"I am trying to ask for opening hours, and this is after the recent update, the reviewing organization, while comparing the available options.",general,NONE,NONE,NONE,organization,domain_specific_lexical_fallback,89,101,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,opening; trying,2,opening:domain_lexical; trying:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0253_01,S0253,validation,1,"The current findings was reviewed in relation to asset allocation and equities, at the next decision point, the case team, during the present round of discussion.",finance,investment,asset allocation,investment memo,asset allocation,topic_label,49,65,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,asset allocation; equities,2,asset allocation:topic; equities:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0088_04,S0088,train,4,"A detailed screening was requested concerning the implications of cerebral infarction; during the most recent assessment, the decision-making group, while considering the current evidence.",medical,neurology,cerebral infarction,MRI brain report,cerebral infarction,topic_label,66,85,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,cerebral infarction,1,cerebral infarction:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0523_10,S0523,train,10,"I need some information because I want to ask about a delivery; after the latest information became available, the person handling the matter, after the latest information was reviewed.",general,NONE,NONE,NONE,delivery,domain_specific_lexical_fallback,54,62,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,because,1,because:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0449_10,S0449,validation,10,"Further transfer is needed before a final decision is made about the decision surrounding pod; during the most recent assessment, the assigned professional, while comparing the available options. The record specifically references Kubernetes.",technology,software_engineering,Kubernetes,deployment incident,Kubernetes,topic_label,231,241,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,kubernetes,1,kubernetes:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0151_07,S0151,validation,7,"The latest authorization focused on the evidence related to bacterial infection; following the previous discussion, the current reviewer, while comparing the available options. The discussion also considers antibiotic.",medical,pharmacology,amoxicillin,prescription,bacterial,domain_specific_lexical_fallback,60,69,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,antibiotic; infection; bacterial,3,antibiotic:domain_lexical; infection:domain_lexical; bacterial:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0390_02,S0390,unseen,2,"The team is evaluating defendant in the context of claim, with particular attention to the reported issue; during the ongoing evaluation, the reviewing group, before the matter is finalized. The record specifically references defendant.",legal,litigation,defendant,court case,defendant,topic_label,23,32,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,defendant,1,defendant:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0193_04,S0193,train,4,"A detailed validation was requested concerning the implications of KYC; after the latest information became available, the technical or professional team, before the next decision.",finance,banking,KYC verification,KYC review,validation,domain_specific_lexical_fallback,11,21,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,before,1,before:general_content,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0045_09,S0045,unseen,9,"The professional handling the matter is reviewing the effect of left ventricular function on the overall situation and the associated observed changes; during the most recent assessment, the responsible specialist, before the matter is finalized.",medical,cardiology,echocardiography,cardiac imaging report,function,domain_specific_lexical_fallback,81,89,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,ventricular; function,2,ventricular:domain_lexical; function:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0347_01,S0347,train,1,"The current findings was reviewed in relation to liquidated damages and contractual remedy, in the current round of review, the case team, before the matter is finalized.",legal,contracts,liquidated damages,commercial contract,liquidated damages,topic_label,49,67,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,liquidated damages; contractual; remedy,3,liquidated damages:topic; contractual:domain_lexical; remedy:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0358_06,S0358,train,6,"The available evidence was considered before deciding how to address the current status of material breach; at the next decision point, the decision-making group, during the present round of discussion.",legal,contracts,material breach,contract dispute,material breach,topic_label,91,106,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,material breach,1,material breach:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0597_01,S0597,unseen,1,"I need help with request contact information, during the most recent assessment, the responsible specialist, during the present round of discussion.",general,NONE,NONE,NONE,contact,domain_specific_lexical_fallback,25,32,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,contact,1,contact:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0364_03,S0364,unseen,3,"The current available evidence requires further exposure, especially in relation to the relationship between representations and warranties and contractual representation; after the recent update, the relevant team, while comparing the available options. The discussion also considers contractual representation.",legal,contracts,representations and warranties,contract review,representations and warranties,topic_label,109,139,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,representations warranties; contractual,2,representations warranties:topic; contractual:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0326_08,S0326,train,8,"The case involves the reported concern involving force majeure, and the relevant relevant records is being assessed; after the latest information became available, the reviewing group, before the next decision. The record specifically references force majeure.",legal,contracts,force majeure,agreement,force majeure,topic_label,49,62,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,force majeure,1,force majeure:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0037_02,S0037,train,2,"The team is evaluating troponin in the context of myocardial injury, with particular attention to the reported issue; as part of the current review, the technical or professional team, while considering the current evidence. The record specifically references troponin.",medical,cardiology,troponin,cardiology consultation,troponin,topic_label,23,31,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,troponin; myocardial; injury,3,troponin:topic; myocardial:domain_lexical; injury:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0219_04,S0219,train,4,"A detailed analysis was requested concerning the implications of mortgage underwriting; during the most recent assessment, the technical or professional team, before the next decision.",finance,banking,mortgage underwriting,loan application,mortgage underwriting,topic_label,65,86,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,mortgage underwriting,1,mortgage underwriting:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0114_05,S0114,train,5,"The specialist discussed the documented issue involving demyelinating lesion during the latest transfer; during the ongoing evaluation, the current reviewer, while comparing the available options. The record specifically references multiple sclerosis.",medical,neurology,multiple sclerosis,MRI brain report,multiple sclerosis,topic_label,232,250,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,multiple sclerosis; demyelinating; lesion,3,multiple sclerosis:topic; demyelinating:domain_lexical; lesion:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
